,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021,FASE_2022,TURMA_2022,ANO_INGRESSO_2022,BOLSISTA_2022,INDE_2022,CG_2022,CF_2022,CT_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,NOTA_PORT_2022,NOTA_MAT_2022,QTD_AVAL_2022,IPP_2022,REC_AVA_1_2022,REC_AVA_2_2022,INDICADO_BOLSA_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022,NIVEL_IDEAL_2022,INSTITUICAO_ENSINO_ALUNO_2020_Escola João Paulo II,INSTITUICAO_ENSINO_ALUNO_2020_Escola Pública,INSTITUICAO_ENSINO_ALUNO_2020_Rede Decisão/União,Cluster,Cluster_IEG,Cluster_2020,Cluster_2021,Cluster_2022
96,97,12.0,2.0,0.0,7.393752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.0,7.5,6.0,8.4375,7.75,5.0,2.0,D,Escola Pública,Veterano,Ágata,6.317,8.0,5.8,7.5,5.8,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,0.0,6.0,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,D,2018.0,Não,7.501754052631579,310.0,35.0,1.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,8.467105263157894,7.5,7.0,5.333333333333333,6.5,4.0,7.5,Promovido de Fase,Mantido na Fase atual,Não,0.0,5.58333,10.0,Fase 3 (7º e 8º ano),0.0,1.0,0.0,2,2,2,2,2
99,100,12.0,2.0,0.0,6.908335000000001,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,6.5,4.375,7.5,6.875,7.916665,5.0,1.0,M,Escola Pública,Veterano,Quartzo,3.117,8.5,0.0,3.8,0.0,6.3,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,0.0,3.8,5.0,Nível 3 (7o e 8o ano),-2.0,2.0,K,2018.0,Não,6.042318760312152,720.0,132.0,10.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,8.475473801560758,5.0,1.666666666666666,1.166666666666667,2.166666666666667,3.0,6.25,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.444443333333333,5.0,Fase 4 (9º ano),0.0,1.0,0.0,0,2,1,0,0
101,102,9.0,0.0,0.0,7.966668666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,8.5,7.5,7.0,7.5,7.833333333333333,10.0,1.0,J,Escola Pública,Veterano,Ágata,6.704,6.3,7.5,7.5,4.8,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,7.8,5.0,Nível 2 (5o e 6o ano),-1.0,1.0,P,2020.0,Não,7.475860455026456,325.0,84.0,5.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.333340000000001,8.941798941798943,7.5,7.666666666666666,6.833333333333333,8.5,3.0,6.041666666666667,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.833333333333333,5.0,Fase 2 (5º e 6º ano),0.0,1.0,0.0,2,2,0,2,2
102,103,8.0,0.0,0.0,8.597919000000001,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,7.5,8.5,7.8125,7.333335,10.0,1.0,F,Escola Pública,Veterano,Ametista,8.076,9.5,8.8,6.3,6.2,7.9,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,8.6,10.0,Nível 1 (4o ano),0.0,1.0,F,2020.0,Não,7.105690655172413,454.0,116.0,4.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,8.903448275862068,5.625,6.0,6.333333333333333,5.666666666666667,2.0,5.625,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.749995,5.0,Fase 2 (5º e 6º ano),0.0,1.0,0.0,2,1,0,1,0
112,113,11.0,1.0,0.0,7.693335000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.8,7.5,7.5,7.5,7.916665,5.0,2.0,K,Escola Pública,Veterano,Ágata,6.664,9.5,7.1,7.5,4.6,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,6.6,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,M,2019.0,Não,6.40909040909091,659.0,86.0,7.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,6.253787878787879,5.625,5.166666666666666,5.5,4.833333333333333,4.0,5.625,Promovido de Fase,Mantido na Fase atual,Não,0.0,5.4166575,10.0,Fase 3 (7º e 8º ano),0.0,0.0,1.0,2,1,0,2,0
117,118,8.0,1.0,0.0,8.342085,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,7.7,7.5,10.0,7.1875,7.416665,10.0,1.0,B,Escola Pública,Veterano,Topázio,8.299,8.5,9.6,7.5,6.9,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,8.2,10.0,Nível 1 (4o ano),0.0,1.0,H,2019.0,Não,8.334031111111113,57.0,10.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,8.38888888888889,7.5,9.416666666666668,10.0,8.833333333333334,2.0,6.5625,Promovido de Fase + Bolsa,Promovido de Fase,Sim,1.0,9.33334,5.0,Fase 2 (5º e 6º ano),0.0,1.0,0.0,2,2,0,1,2
127,128,9.0,1.0,0.0,5.854169000000001,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.4166799999999995,10.0,5.625,5.5,2.5,3.500005,5.0,0.0,I,Escola Pública,Veterano,Quartzo,5.229,7.9,6.7,4.4,4.0,2.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,0.0,5.6,5.0,Nível 2 (5o e 6o ano),-2.0,0.0,O,2019.0,Não,7.00427655844156,485.0,137.0,11.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,9.45887445887446,5.625,6.083333333333333,6.333333333333333,5.833333333333333,2.0,5.0,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,7.166665,5.0,Fase 2 (5º e 6º ano),0.0,1.0,0.0,1,1,2,2,0
132,133,10.0,1.0,0.0,8.428752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.000020000000001,9.8,7.5,10.0,7.1875,7.5,5.0,1.0,F,Escola Pública,Veterano,Ametista,7.990,9.5,9.6,7.5,7.1,7.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,8.4,5.0,Nível 2 (5o e 6o ano),-1.0,1.0,G,2019.0,Não,7.292060604010025,396.0,104.0,2.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,9.116541353383456,6.875,7.166666666666666,5.666666666666667,8.666666666666666,2.0,5.3125,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.583335,5.0,Fase 3 (7º e 8º ano),0.0,1.0,0.0,2,1,0,1,2
134,135,9.0,1.0,0.0,7.798752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,8.4,7.5,6.5,7.1875,7.25,10.0,1.0,A,Escola Pública,Veterano,Ágata,5.788,9.5,4.2,6.3,3.6,6.9,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,7.3,5.0,Nível 2 (5o e 6o ano),-1.0,1.0,A,2019.0,Não,5.262717116883117,805.0,185.0,13.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,4.75108225108225,5.0,2.416666666666667,2.0,2.833333333333333,3.0,5.625,Mantido na Fase atual,Promovido de Fase,Não,0.0,6.833326666666666,5.0,Fase 2 (5º e 6º ano),0.0,1.0,0.0,2,2,0,2,1
150,151,11.0,1.0,0.0,8.238891333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,9.5,7.5,7.5,9.166666666666666,8.611113333333334,5.0,2.0,J,Rede Decisão,Veterano,Topázio,9.004,9.5,9.6,8.1,9.1,10.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,1.0,10.0,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,K,2019.0,Sim,8.225582168498168,79.0,14.0,3.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.33334,8.436240842490841,6.875,7.900000000000001,8.0,7.166666666666667,4.0,8.125,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,0.0,8.125,10.0,Fase 3 (7º e 8º ano),0.0,1.0,0.0,2,1,0,1,2
151,152,11.0,1.0,0.0,7.963542166666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.24999,9.0,7.5,6.333333333333333,7.96875,8.6250075,10.0,3.0,B,Rede Decisão,Veterano,Topázio,8.672,8.8,8.3,7.5,8.0,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,1.0,9.8,10.0,Nível 3 (7o e 8o ano),0.0,4.0,A,2019.0,Sim,7.618388587937373,268.0,22.0,7.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,7.806870995242416,5.0,7.644444444444443,7.0,7.833333333333333,4.0,7.03125,Promovido de Fase,Mantido na Fase atual,Não,0.0,7.2499975,10.0,Fase 3 (7º e 8º ano),0.0,1.0,0.0,2,1,0,1,2
152,153,13.0,3.0,1.0,8.167711833333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,9.0,7.5,4.666666666666667,8.59375,9.1250075,10.0,4.0,F,Rede Decisão,Veterano,Topázio,8.355,10.0,7.5,7.5,7.5,8.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,1.0,9.0,10.0,Nível 4 (9o ano),0.0,5.0,F,2017.0,Sim,9.105280944444443,3.0,3.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.09722222222222,8.125,8.700000000000001,9.333333333333334,8.333333333333334,4.0,8.75,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,1.0,9.2916725,10.0,Fase 5 (1º EM),0.0,1.0,0.0,2,1,2,1,2
153,154,10.0,1.0,0.0,5.884585,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,7.1,7.5,0.0,7.8125,7.916665,5.0,1.0,N,Escola Pública,Veterano,Quartzo,5.163,9.5,2.9,7.5,1.5,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,6.3,5.0,Nível 2 (5o e 6o ano),-1.0,1.0,N,2019.0,Não,4.934497092833093,828.0,190.0,10.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.49998,3.797498797498797,7.5,3.75,4.833333333333333,2.666666666666667,3.0,6.25,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,5.999996666666666,5.0,Fase 3 (7º e 8º ano),0.0,1.0,0.0,0,2,2,0,1
155,156,12.0,2.0,0.0,7.110556666666668,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.9166799999999995,8.9,7.5,5.0,6.666666666666667,8.11111,5.0,3.0,J,Rede Decisão,Veterano,Ametista,7.981,7.5,7.8,6.3,7.3,8.3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,0.0,8.8,10.0,Nível 3 (7o e 8o ano),0.0,4.0,L,2018.0,Sim,7.535259906926407,297.0,25.0,5.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.91667,8.159632034632034,5.0,6.599999999999999,3.333333333333333,7.666666666666667,4.0,7.5,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,0.0,7.7083325,10.0,Fase 4 (9º ano),0.0,1.0,0.0,0,1,2,1,2
157,158,14.0,2.0,0.0,6.064722,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,5.9,3.75,5.0,7.708333333333334,6.611103333333333,5.0,4.0,F,Escola Pública,Veterano,Ágata,6.056,8.3,6.1,6.9,4.5,6.9,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,0.0,6.1,5.0,Nível 5 (1o EM),-1.0,4.0,F,2018.0,Não,5.623852223240812,772.0,69.0,14.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,4.747740005092947,5.0,4.111111111111112,3.666666666666667,5.166666666666667,4.0,7.1875,Promovido de Fase,Mantido na Fase atual,Não,0.0,6.49999,5.0,Fase 6 (2º EM),0.0,1.0,0.0,0,0,1,2,1
163,164,10.0,1.0,0.0,7.708752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.7,7.5,7.5,7.1875,7.75,5.0,2.0,C,Escola Pública,Veterano,Ametista,7.125,9.5,5.8,7.5,5.9,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,6.7,10.0,Nível 2 (5o e 6o ano),0.0,2.0,B,2019.0,Não,6.837216877492878,544.0,84.0,10.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,7.304131054131053,7.5,5.75,5.333333333333333,6.166666666666667,3.0,6.041666666666667,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.61111,5.0,Fase 3 (7º e 8º ano),0.0,1.0,0.0,2,1,0,2,0
164,165,11.0,1.0,0.0,8.431252,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,10.0,7.5,10.0,7.8125,7.5,5.0,1.0,R,Escola Pública,Veterano,Ametista,7.579,10.0,7.5,7.5,7.3,8.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,0.0,7.7,5.0,Nível 3 (7o e 8o ano),-2.0,1.0,R,2019.0,Não,8.18081096969697,90.0,20.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,9.848484848484848,8.125,8.416666666666668,8.833333333333334,8.0,3.0,6.875,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,1.0,8.388893333333334,5.0,Fase 3 (7º e 8º ano),0.0,1.0,0.0,2,1,0,1,2
167,168,11.0,1.0,0.0,8.082224,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.000020000000001,8.8,7.5,8.5,7.5,8.11111,5.0,2.0,R,Escola Pública,Veterano,Quartzo,3.524,0.0,1.7,5.6,2.5,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,4.4,5.0,Nível 3 (7o e 8o ano),-1.0,2.0,Q,2019.0,Não,6.434172224089636,654.0,117.0,9.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,6.002801120448179,6.25,6.133333333333333,3.1,9.166666666666666,3.0,6.041666666666667,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,6.888883333333332,5.0,Fase 3 (7º e 8º ano),0.0,1.0,0.0,2,1,0,0,0
168,169,8.0,0.0,0.0,7.800001000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,5.0,10.0,2.5,5.749995,10.0,0.0,I,Escola Pública,Veterano,Ametista,6.898,8.5,10.0,4.4,6.1,5.3,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,0.0,6.8,5.0,Nível 1 (4o ano),-1.0,0.0,G,2020.0,Não,7.284936897435898,398.0,116.0,5.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,8.945512820512821,5.0,6.916666666666666,7.0,6.833333333333333,2.0,5.625,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,7.999995,5.0,Fase 2 (5º e 6º ano),0.0,1.0,0.0,1,1,0,1,2
192,193,13.0,4.0,1.0,8.539168666666667,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,9.8,5.0,7.0,8.125,9.333333333333332,10.0,3.0,F,Escola Pública,Veterano,Ametista,8.215,9.2,10.0,5.6,7.7,7.9,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,1.0,9.6,5.0,Nível 4 (9o ano),-1.0,4.0,F,2016.0,Não,7.174196928571429,440.0,35.0,7.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.75001,9.038690476190476,5.625,5.566666666666666,6.0,6.5,4.0,7.65625,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,0.0,7.7499975,5.0,Fase 5 (1º EM),0.0,1.0,0.0,2,1,0,1,0
196,197,12.0,1.0,0.0,8.832500666666666,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.6,7.5,8.666666666666666,8.958333333333332,8.5,10.0,3.0,G,Rede Decisão,Veterano,Ametista,7.751,8.3,7.2,7.5,6.0,8.1,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,0.0,8.6,10.0,Nível 3 (7o e 8o ano),0.0,4.0,F,2019.0,Sim,8.354717840548341,53.0,5.0,2.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,8.751352813852813,5.625,7.688888888888889,6.5,7.5,4.0,8.125,Promovido de Fase + Bolsa,Promovido de Fase,Não,1.0,8.458337499999999,10.0,Fase 4 (9º ano),0.0,0.0,1.0,2,1,0,1,2
199,200,13.0,4.0,0.0,7.355834833333334,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,5.8,7.5,5.666666666666667,8.125,8.5416725,10.0,4.0,F,Escola Pública,Veterano,Quartzo,4.788,7.5,1.7,6.9,3.3,6.7,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,0.0,3.5,10.0,Nível 4 (9o ano),0.0,4.0,F,2016.0,Não,6.874873274934217,530.0,45.0,10.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.91667,7.10179526355997,7.5,5.611111111111112,4.666666666666667,7.166666666666667,4.0,7.65625,Promovido de Fase,Promovido de Fase,Não,0.0,7.625,5.0,Fase 5 (1º EM),0.0,1.0,0.0,0,0,1,0,0
200,201,14.0,1.0,0.0,7.718541500000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.08333,9.4,7.5,8.0,7.96875,7.4166675,5.0,4.0,L,Escola Pública,Veterano,Ágata,5.636,5.8,5.6,0.0,6.4,8.3,Promovido de Fase,Promovido de Fase,Não avaliado,Promovido de Fase,0.0,6.7,5.0,Nível 5 (1o EM),-1.0,5.0,C,2019.0,Não,6.438413142857143,653.0,40.0,2.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.33334,6.047619047619048,7.5,4.033333333333333,4.666666666666667,4.766666666666667,4.0,7.5,Promovido de Fase,Mantido na Fase atual,Sim,0.0,7.944443333333334,5.0,Fase 6 (2º EM),0.0,1.0,0.0,2,1,0,2,0
211,212,8.0,1.0,0.0,6.345836,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.4166799999999995,10.0,4.375,7.0,2.5,2.58334,10.0,0.0,M,Escola Pública,Veterano,Ágata,5.663,9.5,8.3,5.0,4.3,2.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,0.0,4.7,5.0,Nível 1 (4o ano),-1.0,0.0,K,2019.0,Não,6.344244591269144,670.0,173.0,10.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,8.944141289679047,4.375,6.766666666666666,7.133333333333333,6.4,2.0,2.8125,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,5.166655,5.0,Fase 2 (5º e 6º ano),0.0,1.0,0.0,1,1,2,2,0
216,217,9.0,1.0,1.0,8.942503,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,9.4,7.5,9.5,8.125,9.000005,10.0,1.0,G,Escola Pública,Veterano,Ametista,7.765,8.5,8.8,7.5,7.1,8.1,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,0.0,8.4,5.0,Nível 2 (5o e 6o ano),-1.0,2.0,B,2019.0,Não,8.48808864197531,36.0,3.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.91668,9.876543209876544,7.5,8.133333333333333,7.100000000000001,9.166666666666666,3.0,6.666666666666666,Promovido de Fase + Bolsa,Promovido de Fase,Sim,1.0,8.888893333333334,10.0,Fase 2 (5º e 6º ano),0.0,1.0,0.0,2,1,0,1,2
